clean_file,transcript,noisy_file
data/clean/MWGR0_SX436.WAV.wav,please sing just the club theme,data/noisy/MWGR0_SX436.WAV.wav
data/clean/MWGR0_SX346.WAV.wav,the barracuda recoiled from the serpent's poisonous fangs,data/noisy/MWGR0_SX346.WAV.wav
data/clean/MWGR0_SX166.WAV.wav,biologists use radioactive isotopes to study microorganisms,data/noisy/MWGR0_SX166.WAV.wav
data/clean/MWGR0_SX76.WAV.wav,gently place jim's foam sculpture in the box,data/noisy/MWGR0_SX76.WAV.wav
data/clean/MWGR0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MWGR0_SA1.WAV.wav
data/clean/MWGR0_SI2236.WAV.wav,now don't tell me what a good ball player you are,data/noisy/MWGR0_SI2236.WAV.wav
data/clean/MWGR0_SI976.WAV.wav,now a distinguished old man called on nine divinities to come and join us,data/noisy/MWGR0_SI976.WAV.wav
data/clean/MWGR0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MWGR0_SA2.WAV.wav
data/clean/FCMG0_SI1872.WAV.wav,he kissed her also and with deep tenderness,data/noisy/FCMG0_SI1872.WAV.wav
data/clean/FCMG0_SI1142.WAV.wav,research into several cultures has proven her position to be a mistaken one,data/noisy/FCMG0_SI1142.WAV.wav
data/clean/FCMG0_SX342.WAV.wav,take charge of choosing her bride's maids' gowns,data/noisy/FCMG0_SX342.WAV.wav
data/clean/FCMG0_SX432.WAV.wav,coffee is grown on steep junglelike slopes in temperate zones,data/noisy/FCMG0_SX432.WAV.wav
data/clean/FCMG0_SX162.WAV.wav,her auburn hair reminded him of autumn leaves,data/noisy/FCMG0_SX162.WAV.wav
data/clean/FCMG0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FCMG0_SA1.WAV.wav
data/clean/FCMG0_SX72.WAV.wav,spring street is straight ahead,data/noisy/FCMG0_SX72.WAV.wav
data/clean/FCMG0_SX252.WAV.wav,the gorgeous butterfly ate a lot of nectar,data/noisy/FCMG0_SX252.WAV.wav
data/clean/FCMG0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FCMG0_SA2.WAV.wav
data/clean/FCMG0_SI1242.WAV.wav,but it did print good verse and good fiction,data/noisy/FCMG0_SI1242.WAV.wav
data/clean/MAKB0_SX116.WAV.wav,clasp the screw in your left hand,data/noisy/MAKB0_SX116.WAV.wav
data/clean/MAKB0_SX386.WAV.wav,which church do the smiths worship in,data/noisy/MAKB0_SX386.WAV.wav
data/clean/MAKB0_SI2276.WAV.wav,one species of ambiguity tries to baffle by interweaving repetition,data/noisy/MAKB0_SI2276.WAV.wav
data/clean/MAKB0_SI1016.WAV.wav,to keep 'em scattered somewhat and yet herd 'em was called loose herdin',data/noisy/MAKB0_SI1016.WAV.wav
data/clean/MAKB0_SX296.WAV.wav,the two artists exchanged autographs,data/noisy/MAKB0_SX296.WAV.wav
data/clean/MAKB0_SI1646.WAV.wav,your leg muscles and back muscles feel weary,data/noisy/MAKB0_SI1646.WAV.wav
data/clean/MAKB0_SX26.WAV.wav,most young rise early every morning,data/noisy/MAKB0_SX26.WAV.wav
data/clean/MAKB0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MAKB0_SA1.WAV.wav
data/clean/MAKB0_SX206.WAV.wav,when peeling an orange it is hard not to spray juice,data/noisy/MAKB0_SX206.WAV.wav
data/clean/MAKB0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MAKB0_SA2.WAV.wav
data/clean/MREE0_SX294.WAV.wav,should giraffes be kept in small zoos,data/noisy/MREE0_SX294.WAV.wav
data/clean/MREE0_SI1104.WAV.wav,this girl soon drops the bourgeoisie psychiatrist who disapproves of her life,data/noisy/MREE0_SI1104.WAV.wav
data/clean/MREE0_SX384.WAV.wav,please shorten this skirt for joyce,data/noisy/MREE0_SX384.WAV.wav
data/clean/MREE0_SX114.WAV.wav,the cartoon features a muskrat and a tadpole,data/noisy/MREE0_SX114.WAV.wav
data/clean/MREE0_SX204.WAV.wav,even i occasionally get the monday blues,data/noisy/MREE0_SX204.WAV.wav
data/clean/MREE0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MREE0_SA1.WAV.wav
data/clean/MREE0_SI1959.WAV.wav,he had not covered a hundred yards before a gun crashed from somewhere behind,data/noisy/MREE0_SI1959.WAV.wav
data/clean/MREE0_SX24.WAV.wav,although always alone we survive,data/noisy/MREE0_SX24.WAV.wav
data/clean/MREE0_SI1734.WAV.wav,it was not whatever tale was told by tails,data/noisy/MREE0_SI1734.WAV.wav
data/clean/MREE0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MREE0_SA2.WAV.wav
data/clean/MMAM0_SX337.WAV.wav,bob bandaged both wounds with the skill of a doctor,data/noisy/MMAM0_SX337.WAV.wav
data/clean/MMAM0_SI1597.WAV.wav,the figure in the corner belched loudly a deep liquid eruption,data/noisy/MMAM0_SI1597.WAV.wav
data/clean/MMAM0_SX247.WAV.wav,the cigarettes in the clay ashtray overflowed onto the oak table,data/noisy/MMAM0_SX247.WAV.wav
data/clean/MMAM0_SX67.WAV.wav,last year's gas shortage caused steep price increases,data/noisy/MMAM0_SX67.WAV.wav
data/clean/MMAM0_SX427.WAV.wav,every cab needs repainting often,data/noisy/MMAM0_SX427.WAV.wav
data/clean/MMAM0_SI2227.WAV.wav,you're having a miserable time aren't you,data/noisy/MMAM0_SI2227.WAV.wav
data/clean/MMAM0_SI1668.WAV.wav,oh no not again he said aloud,data/noisy/MMAM0_SI1668.WAV.wav
data/clean/MMAM0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MMAM0_SA1.WAV.wav
data/clean/MMAM0_SX157.WAV.wav,remove the splinter with a pair of tweezers,data/noisy/MMAM0_SX157.WAV.wav
data/clean/MMAM0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MMAM0_SA2.WAV.wav
data/clean/MDDC0_SI789.WAV.wav,but problems cling to pools as any pool owner knows,data/noisy/MDDC0_SI789.WAV.wav
data/clean/MDDC0_SX159.WAV.wav,the government sought authorization of his citizenship,data/noisy/MDDC0_SX159.WAV.wav
data/clean/MDDC0_SI1419.WAV.wav,the failure to keep these two usages distinct presents hazards to the reader,data/noisy/MDDC0_SI1419.WAV.wav
data/clean/MDDC0_SX339.WAV.wav,did shawn catch that big goose without help,data/noisy/MDDC0_SX339.WAV.wav
data/clean/MDDC0_SX249.WAV.wav,i ate every oyster on nora's plate,data/noisy/MDDC0_SX249.WAV.wav
data/clean/MDDC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MDDC0_SA1.WAV.wav
data/clean/MDDC0_SX69.WAV.wav,eat your raisins outdoors on the porch steps,data/noisy/MDDC0_SX69.WAV.wav
data/clean/MDDC0_SI2049.WAV.wav,shall we teach him some,data/noisy/MDDC0_SI2049.WAV.wav
data/clean/MDDC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MDDC0_SA2.WAV.wav
data/clean/MDDC0_SX429.WAV.wav,a toothpaste tube should be squeezed from the bottom,data/noisy/MDDC0_SX429.WAV.wav
data/clean/FSJW0_SI1963.WAV.wav,each plane carried two fivehundred pound bombs,data/noisy/FSJW0_SI1963.WAV.wav
data/clean/FSJW0_SI703.WAV.wav,it was muscular but it wasn't symmetrical,data/noisy/FSJW0_SI703.WAV.wav
data/clean/FSJW0_SX73.WAV.wav,cliff's display was misplaced on the screen,data/noisy/FSJW0_SX73.WAV.wav
data/clean/FSJW0_SX163.WAV.wav,they remain lifelong friends and companions,data/noisy/FSJW0_SX163.WAV.wav
data/clean/FSJW0_SX343.WAV.wav,the frightened child was gently subdued by his big brother,data/noisy/FSJW0_SX343.WAV.wav
data/clean/FSJW0_SX433.WAV.wav,the overweight charmer could slip poison into anyone's tea,data/noisy/FSJW0_SX433.WAV.wav
data/clean/FSJW0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FSJW0_SA1.WAV.wav
data/clean/FSJW0_SI1333.WAV.wav,xray films of the vertebral column showed progression of the demineralization,data/noisy/FSJW0_SI1333.WAV.wav
data/clean/FSJW0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FSJW0_SA2.WAV.wav
data/clean/FSJW0_SX253.WAV.wav,by eating yogurt you may live longer,data/noisy/FSJW0_SX253.WAV.wav
data/clean/MDSS1_SX337.WAV.wav,bob bandaged both wounds with the skill of a doctor,data/noisy/MDSS1_SX337.WAV.wav
data/clean/MDSS1_SI1327.WAV.wav,sometimes although by no means always these are indeed alkaline,data/noisy/MDSS1_SI1327.WAV.wav
data/clean/MDSS1_SX247.WAV.wav,the cigarettes in the clay ashtray overflowed onto the oak table,data/noisy/MDSS1_SX247.WAV.wav
data/clean/MDSS1_SX67.WAV.wav,last year's gas shortage caused steep price increases,data/noisy/MDSS1_SX67.WAV.wav
data/clean/MDSS1_SX427.WAV.wav,every cab needs repainting often,data/noisy/MDSS1_SX427.WAV.wav
data/clean/MDSS1_SI697.WAV.wav,but from the start they had two important ingredients sincerity and realism,data/noisy/MDSS1_SI697.WAV.wav
data/clean/MDSS1_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MDSS1_SA1.WAV.wav
data/clean/MDSS1_SX157.WAV.wav,remove the splinter with a pair of tweezers,data/noisy/MDSS1_SX157.WAV.wav
data/clean/MDSS1_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MDSS1_SA2.WAV.wav
data/clean/MDSS1_SI1713.WAV.wav,he may try to phone us,data/noisy/MDSS1_SI1713.WAV.wav
data/clean/FDJH0_SI2195.WAV.wav,virus infection nothing she'd scream at him,data/noisy/FDJH0_SI2195.WAV.wav
data/clean/FDJH0_SI935.WAV.wav,crooked overlapping twisted or widely spaced teeth,data/noisy/FDJH0_SI935.WAV.wav
data/clean/FDJH0_SX395.WAV.wav,i took her word for it but is she really going with you,data/noisy/FDJH0_SX395.WAV.wav
data/clean/FDJH0_SX215.WAV.wav,the sermon emphasized the need for affirmative action,data/noisy/FDJH0_SX215.WAV.wav
data/clean/FDJH0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FDJH0_SA1.WAV.wav
data/clean/FDJH0_SI1565.WAV.wav,they often threw tidbits overboard,data/noisy/FDJH0_SI1565.WAV.wav
data/clean/FDJH0_SX305.WAV.wav,cottage cheese with chives is delicious,data/noisy/FDJH0_SX305.WAV.wav
data/clean/FDJH0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FDJH0_SA2.WAV.wav
data/clean/FDJH0_SX125.WAV.wav,westchester is a county in new york,data/noisy/FDJH0_SX125.WAV.wav
data/clean/FDJH0_SX35.WAV.wav,help celebrate your brother's success,data/noisy/FDJH0_SX35.WAV.wav
data/clean/FEME0_SX425.WAV.wav,movies never have enough villains,data/noisy/FEME0_SX425.WAV.wav
data/clean/FEME0_SI2135.WAV.wav,you feel him every mile further away,data/noisy/FEME0_SI2135.WAV.wav
data/clean/FEME0_SX65.WAV.wav,challenge each general's intelligence,data/noisy/FEME0_SX65.WAV.wav
data/clean/FEME0_SX245.WAV.wav,does hindu ideology honor cows,data/noisy/FEME0_SX245.WAV.wav
data/clean/FEME0_SX335.WAV.wav,gus saw pine trees and redwoods on his walk through sequoia national forest,data/noisy/FEME0_SX335.WAV.wav
data/clean/FEME0_SX155.WAV.wav,the water contained too much chlorine and stung his eyes,data/noisy/FEME0_SX155.WAV.wav
data/clean/FEME0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FEME0_SA1.WAV.wav
data/clean/FEME0_SI875.WAV.wav,look for these features which may mean you can save duplicate coverage,data/noisy/FEME0_SI875.WAV.wav
data/clean/FEME0_SI1505.WAV.wav,the blow encountered silky hair and hard bone,data/noisy/FEME0_SI1505.WAV.wav
data/clean/FEME0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FEME0_SA2.WAV.wav
data/clean/FLJD0_SI2146.WAV.wav,but it was a hopeful sign he told himself,data/noisy/FLJD0_SI2146.WAV.wav
data/clean/FLJD0_SX256.WAV.wav,the irate actor stomped away idiotically,data/noisy/FLJD0_SX256.WAV.wav
data/clean/FLJD0_SI886.WAV.wav,he snatched at it savagely,data/noisy/FLJD0_SI886.WAV.wav
data/clean/FLJD0_SX436.WAV.wav,please sing just the club theme,data/noisy/FLJD0_SX436.WAV.wav
data/clean/FLJD0_SX346.WAV.wav,the barracuda recoiled from the serpent's poisonous fangs,data/noisy/FLJD0_SX346.WAV.wav
data/clean/FLJD0_SX166.WAV.wav,biologists use radioactive isotopes to study microorganisms,data/noisy/FLJD0_SX166.WAV.wav
data/clean/FLJD0_SX76.WAV.wav,gently place jim's foam sculpture in the box,data/noisy/FLJD0_SX76.WAV.wav
data/clean/FLJD0_SI1516.WAV.wav,the word also made him feel hate sincere hate for those so labeled,data/noisy/FLJD0_SI1516.WAV.wav
data/clean/FLJD0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FLJD0_SA1.WAV.wav
data/clean/FLJD0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FLJD0_SA2.WAV.wav
data/clean/MMSM0_SX116.WAV.wav,clasp the screw in your left hand,data/noisy/MMSM0_SX116.WAV.wav
data/clean/MMSM0_SI1106.WAV.wav,everything in the final analysis reduced itself to sexual symbolism,data/noisy/MMSM0_SI1106.WAV.wav
data/clean/MMSM0_SX386.WAV.wav,which church do the smiths worship in,data/noisy/MMSM0_SX386.WAV.wav
data/clean/MMSM0_SX296.WAV.wav,the two artists exchanged autographs,data/noisy/MMSM0_SX296.WAV.wav
data/clean/MMSM0_SX26.WAV.wav,most young rise early every morning,data/noisy/MMSM0_SX26.WAV.wav
data/clean/MMSM0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MMSM0_SA1.WAV.wav
data/clean/MMSM0_SI1736.WAV.wav,the poor unlucky  the telephone rang,data/noisy/MMSM0_SI1736.WAV.wav
data/clean/MMSM0_SX206.WAV.wav,when peeling an orange it is hard not to spray juice,data/noisy/MMSM0_SX206.WAV.wav
data/clean/MMSM0_SI476.WAV.wav,so if anybody solicits by phone make sure you mail the dough to the above,data/noisy/MMSM0_SI476.WAV.wav
data/clean/MMSM0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MMSM0_SA2.WAV.wav
data/clean/FJLR0_SX151.WAV.wav,the previous speaker presented ambiguous results,data/noisy/FJLR0_SX151.WAV.wav
data/clean/FJLR0_SI1861.WAV.wav,my dress needs some work on it,data/noisy/FJLR0_SI1861.WAV.wav
data/clean/FJLR0_SX241.WAV.wav,the hallway opens into a huge chamber,data/noisy/FJLR0_SX241.WAV.wav
data/clean/FJLR0_SI601.WAV.wav,but that explanation is only partly true,data/noisy/FJLR0_SI601.WAV.wav
data/clean/FJLR0_SX331.WAV.wav,the big dog loved to chew on the old rag doll,data/noisy/FJLR0_SX331.WAV.wav
data/clean/FJLR0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FJLR0_SA1.WAV.wav
data/clean/FJLR0_SI1231.WAV.wav,and their chroniclers are not the dramatic poets but the prose novelists,data/noisy/FJLR0_SI1231.WAV.wav
data/clean/FJLR0_SX421.WAV.wav,those who teach values first abolish cheating,data/noisy/FJLR0_SX421.WAV.wav
data/clean/FJLR0_SX61.WAV.wav,chocolate and roses never fail as a romantic gift,data/noisy/FJLR0_SX61.WAV.wav
data/clean/FJLR0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FJLR0_SA2.WAV.wav
data/clean/MADC0_SX17.WAV.wav,carl lives in a lively home,data/noisy/MADC0_SX17.WAV.wav
data/clean/MADC0_SX107.WAV.wav,birthday parties have cupcakes and ice cream,data/noisy/MADC0_SX107.WAV.wav
data/clean/MADC0_SI1997.WAV.wav,like as if it were built of books,data/noisy/MADC0_SI1997.WAV.wav
data/clean/MADC0_SX287.WAV.wav,in the long run it pays to buy quality clothing,data/noisy/MADC0_SX287.WAV.wav
data/clean/MADC0_SX197.WAV.wav,draw each graph on a new axis,data/noisy/MADC0_SX197.WAV.wav
data/clean/MADC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MADC0_SA1.WAV.wav
data/clean/MADC0_SX377.WAV.wav,she always jokes about too much garlic in his food,data/noisy/MADC0_SX377.WAV.wav
data/clean/MADC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MADC0_SA2.WAV.wav
data/clean/MADC0_SI1367.WAV.wav,the battery median gradeequivalent was used in data analysis in this study,data/noisy/MADC0_SI1367.WAV.wav
data/clean/MADC0_SI737.WAV.wav,have a testrun on the family first to be sure timing and seasoning are right,data/noisy/MADC0_SI737.WAV.wav
data/clean/MKLS1_SI1545.WAV.wav,they did not know who they were or know their own worth,data/noisy/MKLS1_SI1545.WAV.wav
data/clean/MKLS1_SX285.WAV.wav,rich purchased several signed lithographs,data/noisy/MKLS1_SX285.WAV.wav
data/clean/MKLS1_SX15.WAV.wav,the museum hires musicians every evening,data/noisy/MKLS1_SX15.WAV.wav
data/clean/MKLS1_SX105.WAV.wav,you must explicitly delete files,data/noisy/MKLS1_SX105.WAV.wav
data/clean/MKLS1_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MKLS1_SA1.WAV.wav
data/clean/MKLS1_SX375.WAV.wav,growing wellkept gardens is very time consuming,data/noisy/MKLS1_SX375.WAV.wav
data/clean/MKLS1_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MKLS1_SA2.WAV.wav
data/clean/MKLS1_SX195.WAV.wav,would you allow acts of violence,data/noisy/MKLS1_SX195.WAV.wav
data/clean/MKLS1_SI915.WAV.wav,then again there's always that lovely old pastime of hooking or braiding rugs,data/noisy/MKLS1_SI915.WAV.wav
data/clean/MKLS1_SI2175.WAV.wav,shivering he put on his clothes,data/noisy/MKLS1_SI2175.WAV.wav
data/clean/FJKL0_SX212.WAV.wav,i gave them several choices and let them set the priorities,data/noisy/FJKL0_SX212.WAV.wav
data/clean/FJKL0_SI1562.WAV.wav,was it a birthday ball,data/noisy/FJKL0_SI1562.WAV.wav
data/clean/FJKL0_SX302.WAV.wav,tofu is made from processed soybeans,data/noisy/FJKL0_SX302.WAV.wav
data/clean/FJKL0_SX32.WAV.wav,it's fun to roast marshmallows on a gas burner,data/noisy/FJKL0_SX32.WAV.wav
data/clean/FJKL0_SX122.WAV.wav,encyclopedias seldom present anecdotal evidence,data/noisy/FJKL0_SX122.WAV.wav
data/clean/FJKL0_SI2192.WAV.wav,but now she looked ugly,data/noisy/FJKL0_SI2192.WAV.wav
data/clean/FJKL0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FJKL0_SA1.WAV.wav
data/clean/FJKL0_SI932.WAV.wav,his prescription hot and cold compresses to increase her absorption of water,data/noisy/FJKL0_SI932.WAV.wav
data/clean/FJKL0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FJKL0_SA2.WAV.wav
data/clean/FJKL0_SX392.WAV.wav,a young mouse scampered across the field and disappeared,data/noisy/FJKL0_SX392.WAV.wav
data/clean/FDNC0_SI1278.WAV.wav,solid concrete blocks relatively heavy and dense are used for this shelter,data/noisy/FDNC0_SI1278.WAV.wav
data/clean/FDNC0_SX198.WAV.wav,norwegian sweaters are made of lamb's wool,data/noisy/FDNC0_SX198.WAV.wav
data/clean/FDNC0_SI1908.WAV.wav,after another long pause he asked how many people know who they are,data/noisy/FDNC0_SI1908.WAV.wav
data/clean/FDNC0_SX378.WAV.wav,i just saw jim near the new archeological museum,data/noisy/FDNC0_SX378.WAV.wav
data/clean/FDNC0_SX108.WAV.wav,his scalp was blistered from today's hot sun,data/noisy/FDNC0_SX108.WAV.wav
data/clean/FDNC0_SX18.WAV.wav,alimony harms a divorced man's wealth,data/noisy/FDNC0_SX18.WAV.wav
data/clean/FDNC0_SI2287.WAV.wav,of course dear she said,data/noisy/FDNC0_SI2287.WAV.wav
data/clean/FDNC0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FDNC0_SA1.WAV.wav
data/clean/FDNC0_SX288.WAV.wav,brush fires are common in the dry underbrush of nevada,data/noisy/FDNC0_SX288.WAV.wav
data/clean/FDNC0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FDNC0_SA2.WAV.wav
data/clean/MKDT0_SX83.WAV.wav,my instructions desperately need updating,data/noisy/MKDT0_SX83.WAV.wav
data/clean/MKDT0_SX263.WAV.wav,how oily do you like your salad dressing,data/noisy/MKDT0_SX263.WAV.wav
data/clean/MKDT0_SI814.WAV.wav,fall slowly forward onto the hands and let the body down to rest on the floor,data/noisy/MKDT0_SI814.WAV.wav
data/clean/MKDT0_SX173.WAV.wav,whoever cooperates in finding nan's cameo will be rewarded,data/noisy/MKDT0_SX173.WAV.wav
data/clean/MKDT0_SX353.WAV.wav,a connoisseur will enjoy this shellfish dish,data/noisy/MKDT0_SX353.WAV.wav
data/clean/MKDT0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MKDT0_SA1.WAV.wav
data/clean/MKDT0_SI893.WAV.wav,there's never enough corn peas or strawberries,data/noisy/MKDT0_SI893.WAV.wav
data/clean/MKDT0_SX443.WAV.wav,a lone star shone in the early evening sky,data/noisy/MKDT0_SX443.WAV.wav
data/clean/MKDT0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MKDT0_SA2.WAV.wav
data/clean/MKDT0_SI2153.WAV.wav,he recognized his jacket and trousers,data/noisy/MKDT0_SI2153.WAV.wav
data/clean/MRLJ0_SI790.WAV.wav,we seemed to be witnessing the population explosion right in our own backyards,data/noisy/MRLJ0_SI790.WAV.wav
data/clean/MRLJ0_SX250.WAV.wav,the boston ballet overcame their funding shortage,data/noisy/MRLJ0_SX250.WAV.wav
data/clean/MRLJ0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MRLJ0_SA1.WAV.wav
data/clean/MRLJ0_SX160.WAV.wav,as coauthors we presented our new book to the haughty audience,data/noisy/MRLJ0_SX160.WAV.wav
data/clean/MRLJ0_SX70.WAV.wav,did you eat yet,data/noisy/MRLJ0_SX70.WAV.wav
data/clean/MRLJ0_SI1420.WAV.wav,this is no assignment for a frivolous girl she assures him,data/noisy/MRLJ0_SI1420.WAV.wav
data/clean/MRLJ0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MRLJ0_SA2.WAV.wav
data/clean/MRLJ0_SX340.WAV.wav,ducks have webbed feet and colorful feathers,data/noisy/MRLJ0_SX340.WAV.wav
data/clean/MRLJ0_SI2050.WAV.wav,a third shot doused the light,data/noisy/MRLJ0_SI2050.WAV.wav
data/clean/MRLJ0_SX430.WAV.wav,those who are not purists use canned vegetables when making stew,data/noisy/MRLJ0_SX430.WAV.wav
data/clean/MJHI0_SI698.WAV.wav,the crisis later on when debts seemed about to overwhelm me,data/noisy/MJHI0_SI698.WAV.wav
data/clean/MJHI0_SX158.WAV.wav,the drunkard is a social outcast,data/noisy/MJHI0_SX158.WAV.wav
data/clean/MJHI0_SI555.WAV.wav,only ingenuity will uncover it,data/noisy/MJHI0_SI555.WAV.wav
data/clean/MJHI0_SI1328.WAV.wav,it is possible to make a few generalizations about the six giants themselves,data/noisy/MJHI0_SI1328.WAV.wav
data/clean/MJHI0_SX248.WAV.wav,reading in poor light gives you eyestrain,data/noisy/MJHI0_SX248.WAV.wav
data/clean/MJHI0_SX338.WAV.wav,the dark murky lagoon wound around for miles,data/noisy/MJHI0_SX338.WAV.wav
data/clean/MJHI0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MJHI0_SA1.WAV.wav
data/clean/MJHI0_SX428.WAV.wav,a crab challenged me but a quick stab vanquished him,data/noisy/MJHI0_SX428.WAV.wav
data/clean/MJHI0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MJHI0_SA2.WAV.wav
data/clean/MJHI0_SX68.WAV.wav,upgrade your status to reflect your wealth,data/noisy/MJHI0_SX68.WAV.wav
data/clean/MRMS0_SX30.WAV.wav,get a calico cat to keep,data/noisy/MRMS0_SX30.WAV.wav
data/clean/MRMS0_SX120.WAV.wav,the coyote bobcat and hyena are wild animals,data/noisy/MRMS0_SX120.WAV.wav
data/clean/MRMS0_SX300.WAV.wav,amoebas change shape constantly,data/noisy/MRMS0_SX300.WAV.wav
data/clean/MRMS0_SI2100.WAV.wav,then after a while she went to her mirror,data/noisy/MRMS0_SI2100.WAV.wav
data/clean/MRMS0_SX210.WAV.wav,jeff's toy gocart never worked,data/noisy/MRMS0_SX210.WAV.wav
data/clean/MRMS0_SI2057.WAV.wav,he strolled back to the door whistling softly hands still clasped behind him,data/noisy/MRMS0_SI2057.WAV.wav
data/clean/MRMS0_SX390.WAV.wav,he picked up nine pairs of socks for each brother,data/noisy/MRMS0_SX390.WAV.wav
data/clean/MRMS0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MRMS0_SA1.WAV.wav
data/clean/MRMS0_SI1113.WAV.wav,whether historically a fact or not the legend has a certain symbolic value,data/noisy/MRMS0_SI1113.WAV.wav
data/clean/MRMS0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MRMS0_SA2.WAV.wav
data/clean/MEFG0_SX285.WAV.wav,rich purchased several signed lithographs,data/noisy/MEFG0_SX285.WAV.wav
data/clean/MEFG0_SX15.WAV.wav,the museum hires musicians every evening,data/noisy/MEFG0_SX15.WAV.wav
data/clean/MEFG0_SX105.WAV.wav,you must explicitly delete files,data/noisy/MEFG0_SX105.WAV.wav
data/clean/MEFG0_SI465.WAV.wav,nobody really expects to evacuate,data/noisy/MEFG0_SI465.WAV.wav
data/clean/MEFG0_SI491.WAV.wav,hiring the wife for one's company may win her taxaided retirement income,data/noisy/MEFG0_SI491.WAV.wav
data/clean/MEFG0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/MEFG0_SA1.WAV.wav
data/clean/MEFG0_SX375.WAV.wav,growing wellkept gardens is very time consuming,data/noisy/MEFG0_SX375.WAV.wav
data/clean/MEFG0_SI598.WAV.wav,new selfdeceiving rags are hurriedly tossed on the toonaked bones,data/noisy/MEFG0_SI598.WAV.wav
data/clean/MEFG0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/MEFG0_SA2.WAV.wav
data/clean/MEFG0_SX195.WAV.wav,would you allow acts of violence,data/noisy/MEFG0_SX195.WAV.wav
data/clean/FMMH0_SI1537.WAV.wav,it would be well to show the populace how we deal with adulterers,data/noisy/FMMH0_SI1537.WAV.wav
data/clean/FMMH0_SX7.WAV.wav,nothing is as offensive as innocence,data/noisy/FMMH0_SX7.WAV.wav
data/clean/FMMH0_SX97.WAV.wav,penguins live near the icy antarctic,data/noisy/FMMH0_SX97.WAV.wav
data/clean/FMMH0_SX187.WAV.wav,they often go out in the evening,data/noisy/FMMH0_SX187.WAV.wav
data/clean/FMMH0_SI907.WAV.wav,somehow we oldtimers never figured we would ever retire,data/noisy/FMMH0_SI907.WAV.wav
data/clean/FMMH0_SI2167.WAV.wav,a smile pulled at the lower strip of adhesive tape,data/noisy/FMMH0_SI2167.WAV.wav
data/clean/FMMH0_SA1.WAV.wav,she had your dark suit in greasy wash water all year,data/noisy/FMMH0_SA1.WAV.wav
data/clean/FMMH0_SX367.WAV.wav,the surplus shoes were sold at a discount price,data/noisy/FMMH0_SX367.WAV.wav
data/clean/FMMH0_SA2.WAV.wav,don't ask me to carry an oily rag like that,data/noisy/FMMH0_SA2.WAV.wav
data/clean/FMMH0_SX420.WAV.wav,seamstresses attach zippers with a thimble needle and thread,data/noisy/FMMH0_SX420.WAV.wav
